"OBJECTID_1","OBJECTID","HAZUSID","Name","Address","City","Zip","COUNTY","X","Y","LONGLAT","USNG","OWNERSHIP","PARCELID","FACILITY_T","TTL_BEDS","EFCLASS","Asset_Elevation","Owned_Maintained","Asset","Asset_Sub_Type","Asset_Type","Asset_Group","Asset_Relevancy","Asset_ID","Municipality","Water_Management_District","Souce_Dataset_Entity","Souce_Dataset_Name","Source_Asset_ID","Restricted_Public_Disclosure","Notes","Regional_Planning_Council","FDEP_Regulatory_District","RCP_Region","FDOT_District","House_District_Number","Senate_District_Number","CTF_RL_2020","CTF_RL_2040_IL","CTF_RL_2040_INT","CTF_RL_2070_IL","CTF_RL_2070_INT","SSF_RL_100YR_CURR","SSF_RL_100YR_2040_IL","SSF_RL_100YR_2040_INT","SSF_RL_100YR_2070_IL","SSF_RL_100YR_2070_INT","SSF_RL_500YR_CURR","SSF_RL_500YR_2040_IL","SSF_RL_500YR_2040_INT","SSF_RL_500YR_2070_IL","SSF_RL_500YR_2070_INT","RIF_RL_100YR_2020","RIF_RL_100YR_2040","RIF_RL_100YR_2070","RIF_RL_500YR_2020","RIF_RL_500YR_2040","RIF_RL_500YR_2070"
"222","222"," ","TWIN CITIES HOSPITAL","2190 HWY 85 N","NICEVILLE","32578","Okaloosa","-86.49546619","30.53313153","-86.49546619,30.53313153","16R EU 48399 77971"," "," ","HOSPITAL - ACUTE CARE","65","EFHM",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_222","Niceville","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","4","2","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"223","223"," ","REHABILITATION INST OF NORTHWEST FL","996 AIRPORT RD","DESTIN","32547","Okaloosa","-86.47220299","30.394117","-86.47220299,30.39411700","16R EU 50702 62576"," "," ","HOSPITAL","20","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_223","Destin","Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","4","2","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"224","224"," ","GULF COAST TREATMENT CENT","1015 MAR WALT DR","FORT WALTON BEACH","32547","Okaloosa","-86.636061","30.454998","-86.63606100,30.45499800","16R EU 34939 69260"," "," ","HOSPITAL","24","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_224",,"Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","4","2","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Medium","Medium","Medium","Medium","Medium","Medium"
"225","225"," ","FT WALTON BEACH MED CENT","1000 MAR-WALT DR","FORT WALTON BEACH","32547","Okaloosa","-86.63284958","30.454622","-86.63284958,30.45462200","16R EU 35248 69220"," "," ","HOSPITAL - ACUTE CARE","237","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_225",,"Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","4","2","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"226","226"," ","96TH MEDICAL GROUP USAF","307 BOATNER ROAD","EGLIN AFB","32542","Okaloosa","-86.55272","30.45883","-86.55272000,30.45883000","16R EU 42939 69714"," "," ","HOSPITAL - VA","0","MDFLT",,,"HOSPITAL - VA",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_226",,"Northwest Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Emerald Coast","Northwest District","Northwest","3","4","2","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"227","227"," ","RAULERSON HOSPITAL","1796 HWY 441 NORTH","OKEECHOBEE","34972","Okeechobee","-80.82912945","27.25984314","-80.82912945,27.25984314","17R NL 16913 15227"," "," ","HOSPITAL - ACUTE CARE","100","EFHM",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_227",,"South Florida Water Management District","FDEM","Hospitals - FDEM",,,,"Central Florida","Southeast District","Northeast","1","83","29","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"228","228"," ","ORLANDO REGIONAL MEDICAL CNTR","52 W UNDERWOOD ST","ORLANDO","32806","Orange","-81.378162","28.525991","-81.37816200,28.52599100","17R MM 63000 55529"," "," ","HOSPITAL - ACUTE CARE","794","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_228","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Medium","Medium","Medium","Medium","Medium","Medium"
"229","229"," ","FL HOSP","601 E ROLLINS ST","ORLANDO","32803","Orange","-81.36956865","28.57556328","-81.36956865,28.57556328","17R MM 63857 61018"," "," ","HOSPITAL - ACUTE CARE","1289","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_229","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"230","230"," ","NEMOURS CHILDRENS HOSP","13535 NEMOURS PKWY","ORLANDO","32827","Orange","-81.27297355","28.37673992","-81.27297355,28.37673992","17R MM 73254 38967"," "," ","HOSPITAL - ACUTE CARE","100","EFHM",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_230","Orlando","South Florida Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","35","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"231","231"," ","WINTER PARK MEMORIAL HOSPITAL","200 N LAKEMONT AVE","WINTER PARK","32792","Orange","-81.32636871","28.59832364","-81.32636871,28.59832364","17R MM 68089 63528"," "," ","HOSPITAL - ACUTE CARE","320","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_231","Winter Park","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"232","232"," ","HEALTH CENTRAL","10000 W COLONIAL DR","OCOEE","34761","Orange","-81.52731535","28.5501515","-81.52731535,28.55015150","17R MM 48418 58261"," "," ","HOSPITAL - ACUTE CARE","171","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_232","Ocoee","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","41","15","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"233","233"," ","FL HOSP APOPKA","201 N PARK AV","APOPKA","32703","Orange","-81.50864947","28.68090897","-81.50864947,28.68090897","17R MM 50305 72739"," "," ","HOSPITAL - ACUTE CARE","50","EFHS",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_233","Apopka","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","39","15","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"234","234"," ","UNIVERSITY BEHAVIORAL CENTER","2500 DISCOVERY DR","ORLANDO","32826","Orange","-81.19268888","28.58171412","-81.19268888,28.58171412","17R MM 81157 61659"," "," ","HOSPITAL","112","EFHL",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_234",,"St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","37","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"235","235"," ","ORLANDO HEALTH","52 W UNDERWOOD ST","ORLANDO","32806","Orange","0","0"," "," "," "," ","HOSPITAL","0","MDFLT",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_235","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"236","236"," ","LA AMISTAD RESIDENTIAL TREATMENT CNTR","1650 PARK AVE N","MAITLAND","32751","Orange","-81.36499331","28.613022","-81.36499331,28.61302200","17R MM 64317 65167"," "," ","HOSPITAL","40","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_236","Maitland","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"237","237"," ","CENTRAL FLORIDA BEHAVIORAL HOSP","6601 CENTRAL FLORIDA PKWY","ORLANDO","32821","Orange","-81.46981352","28.40888593","-81.46981352,28.40888593","17R MM 53982 42587"," "," ","HOSPITAL","126","EFHL",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_237",,"South Florida Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","44","25","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"238","238"," ","SELECT SPECIALTY HOSPITAL - ORLANDO N.","2250 BEDFORD RD","ORLANDO","32803","Orange","-81.37027369","28.57194747","-81.37027369,28.57194747","17R MM 63787 60618"," "," ","HOSPITAL","35","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_238","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","10","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"239","239"," ","LAKESIDE BEHAVIORAL HEALTHCARE,INC","1800 MERCY DR","ORLANDO","32808","Orange","-81.43445917","28.56717604","-81.43445917,28.56717604","17R MM 57508 60111"," "," ","HOSPITAL","56","EFHM",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_239","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","40","15","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"240","240"," ","ARNOLD PALMER MED CENT","92 W MILLER ST","ORLANDO","32806","Orange","-81.37922137","28.52326334","-81.37922137,28.52326334","17R MM 62895 55227"," "," ","HOSPITAL","473","EFHL",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_240","Orlando","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Low","Not Affected","Low","Medium","Medium","Low"
"241","241"," ","DR P PHILLIPS HOSP","9400 TURKEY LAKE RD","ORLANDO","32819","Orange","-81.47730303","28.42917133","-81.47730303,28.42917133","17R MM 53257 44838"," "," ","HOSPITAL - ACUTE CARE","237","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_241",,"South Florida Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","44","13","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"242","242"," ","FL HOSP E ORLANDO","7727 LAKE UNDERHILL RD","ORLANDO","32822","Orange","-81.28017676","28.54093712","-81.28017676,28.54093712","17R MM 72591 57159"," "," ","HOSPITAL - ACUTE CARE","295","EFHL",,,"HOSPITAL - ACUTE CARE",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_242",,"St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","43","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
"243","243"," ","SELECT SPECIALTY HOSPITAL - ORLANDO S.","5579 S ORANGE AVE","ORLANDO","32809","Orange","-81.37039418","28.47736935","-81.37039418,28.47736935","17R MM 63743 50140"," "," ","HOSPITAL","40","EFHS",,,"HOSPITAL",,"Hospitals","Critical Community and Emergency Facilities","Locally Significant","HOSP_PT_243","Edgewood","St. Johns River Water Management District","FDEM","Hospitals - FDEM",,,,"East Central Florida","Central District","Northeast","5","42","17","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected","Not Affected"
